#hg38.knownCanonical.transcript	hg38.refGene.name	hg38.refGene.name2
ENST00000367772.8	NM_181093	SCYL3
ENST00000533287.1	n/a	n/a
ENST00000531490.2	n/a	n/a
ENST00000533128.1	n/a	n/a
ENST00000529862.1	n/a	n/a
ENST00000528009.1	n/a	n/a
ENST00000532898.1	n/a	n/a
ENST00000534196.1	n/a	n/a
ENST00000526949.1	n/a	n/a
ENST00000329251.4	NM_001404	EEF1G
ENST00000524963.1	n/a	n/a
ENST00000533934.1	n/a	n/a
ENST00000524828.1	n/a	n/a
ENST00000532188.1	n/a	n/a
ENST00000531260.1	n/a	n/a
ENST00000531997.1	n/a	n/a
ENST00000534275.1	n/a	n/a
ENST00000636967.1	n/a	n/a
ENST00000524467.1	n/a	n/a
ENST00000525233.1	n/a	n/a
ENST00000528260.1	n/a	n/a
ENST00000533307.1	n/a	n/a
ENST00000529730.1	n/a	n/a
ENST00000531132.1	n/a	n/a
ENST00000531577.1	n/a	n/a
ENST00000530696.2	n/a	n/a
ENST00000529105.1	n/a	n/a
ENST00000533949.1	n/a	n/a
ENST00000528000.1	n/a	n/a
ENST00000524498.1	n/a	n/a
ENST00000527244.1	n/a	n/a
ENST00000531511.1	n/a	n/a
ENST00000525797.1	NR_120551	LOC101928535
ENST00000534354.1	n/a	n/a
ENST00000527620.5	NR_147607,	LOC692247,
ENST00000527400.1	n/a	n/a
ENST00000530354.1	n/a	n/a
ENST00000524858.1	NR_132968	ANO3-AS1
ENST00000530837.1	n/a	n/a
ENST00000526455.1	n/a	n/a
ENST00000527774.1	n/a	n/a
ENST00000528866.1	n/a	n/a
ENST00000533326.1	n/a	n/a
ENST00000524768.1	n/a	n/a
ENST00000455942.3	NM_001302862,	SLC22A18AS,
ENST00000534192.1	n/a	n/a
ENST00000533697.1	n/a	n/a
ENST00000527345.1	n/a	n/a
ENST00000527480.1	n/a	n/a
ENST00000533878.1	n/a	n/a
ENST00000532357.1	n/a	n/a
ENST00000526812.4	NM_001004741	OR5M10
ENST00000525382.1	n/a	n/a
ENST00000526036.1	NM_001319240	LOC100287896
ENST00000526769.3	n/a	n/a
ENST00000528459.1	n/a	n/a
ENST00000525394.1	n/a	n/a
ENST00000533812.6	NR_125383	LINC02551
ENST00000527404.1	n/a	n/a
ENST00000531850.2	n/a	n/a
ENST00000526112.1	n/a	n/a
ENST00000532955.1	n/a	n/a
ENST00000529649.2	n/a	n/a
ENST00000528464.1	n/a	n/a
ENST00000531556.1	n/a	n/a
ENST00000533253.1	NR_120587	LOC102724301
ENST00000530805.1	n/a	n/a
ENST00000531434.1	n/a	n/a
ENST00000524640.1	n/a	n/a
ENST00000525484.5	NR_073431	TMEM9B-AS1
ENST00000525512.1	n/a	n/a
ENST00000525833.5	NR_131169	LOC105376671
ENST00000524708.1	n/a	n/a
ENST00000530963.1	n/a	n/a
ENST00000532735.1	n/a	n/a
ENST00000533995.1	n/a	n/a
ENST00000312173.5	n/a	n/a
ENST00000534584.2	n/a	n/a
ENST00000531742.1	n/a	n/a
ENST00000532770.1	n/a	n/a
ENST00000525517.1	n/a	n/a
ENST00000531763.1	n/a	n/a
ENST00000533964.1	n/a	n/a
ENST00000532316.1	NR_125759	PKNOX2-AS1
ENST00000524977.1	n/a	n/a
ENST00000533804.1	n/a	n/a
ENST00000527440.1	n/a	n/a
ENST00000527814.2	n/a	n/a
ENST00000529418.1	n/a	n/a
ENST00000526326.1	n/a	n/a
ENST00000527574.1	n/a	n/a
ENST00000526642.1	n/a	n/a
ENST00000526563.2	n/a	n/a
ENST00000533859.1	n/a	n/a
ENST00000533748.1	n/a	n/a
ENST00000534169.1	n/a	n/a
ENST00000524987.1	n/a	n/a
ENST00000534005.1	n/a	n/a
ENST00000533378.1	n/a	n/a
ENST00000528795.1	n/a	n/a
ENST00000526220.1	n/a	n/a
ENST00000527269.1	n/a	n/a
ENST00000526612.1	n/a	n/a
ENST00000530422.1	NR_002569	SCARNA9
ENST00000534066.1	n/a	n/a
ENST00000530091.1	n/a	n/a
ENST00000530158.1	n/a	n/a
ENST00000531569.1	n/a	n/a
ENST00000534243.1	n/a	n/a
ENST00000526646.1	n/a	n/a
ENST00000532468.2	n/a	n/a
ENST00000532368.1	n/a	n/a
ENST00000526644.1	n/a	n/a
ENST00000530492.1	n/a	n/a
ENST00000530510.1	n/a	n/a
ENST00000525381.1	NR_149109	LINC02545
ENST00000527233.2	n/a	n/a
ENST00000526796.2	n/a	n/a
ENST00000527314.1	n/a	n/a
ENST00000527083.5	NR_102708	LINC00678
ENST00000531724.1	n/a	n/a
ENST00000533869.1	n/a	n/a
ENST00000530572.1	n/a	n/a
ENST00000527289.1	n/a	n/a
ENST00000533579.1	n/a	n/a
ENST00000533974.1	n/a	n/a
ENST00000524433.1	n/a	n/a
ENST00000526403.1	n/a	n/a
ENST00000527770.1	n/a	n/a
ENST00000534608.1	n/a	n/a
ENST00000530977.1	n/a	n/a
ENST00000527847.5	NR_036678,	LOC283299,
ENST00000533106.1	n/a	n/a
ENST00000525668.1	n/a	n/a
ENST00000529697.1	n/a	n/a
ENST00000532988.1	NR_046986	KIRREL3-AS2
ENST00000527023.1	n/a	n/a
ENST00000529304.1	n/a	n/a
ENST00000532626.1	n/a	n/a
ENST00000525775.1	n/a	n/a
ENST00000527285.1	n/a	n/a
ENST00000528496.1	NR_120559	LINC02763
ENST00000527332.1	n/a	n/a
ENST00000532530.1	n/a	n/a
ENST00000524889.1	n/a	n/a
ENST00000533588.1	n/a	n/a
ENST00000526868.1	n/a	n/a
ENST00000532875.1	NR_073388	ALG1L9P
ENST00000529411.1	NM_001302926	PRG2
ENST00000530283.1	n/a	n/a
ENST00000526616.1	n/a	n/a
ENST00000355274.4	n/a	n/a
ENST00000529656.1	n/a	n/a
ENST00000541961.5	NM_130443	DPP3
ENST00000533459.1	n/a	n/a
ENST00000530190.1	n/a	n/a
ENST00000529417.1	n/a	n/a
ENST00000529841.5	n/a	n/a
ENST00000476130.2	n/a	n/a
ENST00000525856.1	n/a	n/a
ENST00000524985.2	n/a	n/a
ENST00000528743.3	NM_005553	KRTAP5-9
ENST00000529536.1	n/a	n/a
ENST00000534284.1	n/a	n/a
ENST00000532760.1	n/a	n/a
ENST00000531414.1	n/a	n/a
ENST00000529735.1	n/a	n/a
ENST00000527239.1	n/a	n/a
ENST00000533552.2	n/a	n/a
ENST00000530464.2	NM_001143975	UBTFL1
ENST00000527291.1	n/a	n/a
ENST00000532034.1	n/a	n/a
ENST00000641076.1	n/a	n/a
ENST00000524544.1	n/a	n/a
ENST00000527100.1	n/a	n/a
ENST00000530684.1	n/a	n/a
ENST00000531671.1	n/a	n/a
ENST00000529711.1	n/a	n/a
ENST00000534742.1	n/a	n/a
ENST00000533033.2	n/a	n/a
ENST00000532992.5	n/a	n/a
ENST00000530389.1	n/a	n/a
ENST00000533932.1	n/a	n/a
ENST00000526897.1	n/a	n/a
ENST00000530039.1	n/a	n/a
ENST00000532834.2	n/a	n/a
ENST00000529036.1	n/a	n/a
ENST00000529088.1	n/a	n/a
ENST00000525966.1	n/a	n/a
ENST00000528445.1	n/a	n/a
ENST00000636653.1	NR_003034	LOC441601
ENST00000528726.1	NR_049725	NAV2-AS5
ENST00000531241.1	n/a	n/a
ENST00000528421.1	n/a	n/a
ENST00000534542.1	n/a	n/a
ENST00000528022.1	n/a	n/a
ENST00000524504.1	n/a	n/a
ENST00000526739.1	n/a	n/a
ENST00000525666.1	n/a	n/a
ENST00000533651.1	n/a	n/a
ENST00000527147.1	n/a	n/a
ENST00000531966.1	n/a	n/a
ENST00000528876.1	n/a	n/a
ENST00000528645.1	n/a	n/a
ENST00000529025.1	n/a	n/a
ENST00000528792.1	n/a	n/a
ENST00000534523.1	n/a	n/a
ENST00000524555.3	NM_001199744	SAA2-SAA4
ENST00000389919.8	NR_024091	ZFP91-CNTF
ENST00000534211.1	n/a	n/a
ENST00000526649.1	n/a	n/a
ENST00000526939.1	n/a	n/a
ENST00000534364.1	n/a	n/a
ENST00000532748.1	n/a	n/a
ENST00000531215.1	n/a	n/a
ENST00000526448.1	NR_049724	GRM5-AS1
ENST00000524837.2	n/a	n/a
ENST00000526976.1	NR_120566	LOC101928896
ENST00000526444.1	n/a	n/a
ENST00000647195.1	n/a	n/a
ENST00000532487.1	n/a	n/a
ENST00000534271.1	n/a	n/a
ENST00000525563.1	n/a	n/a
ENST00000532524.1	n/a	n/a
ENST00000635926.1	n/a	n/a
ENST00000525309.1	n/a	n/a
ENST00000532869.2	n/a	n/a
ENST00000528520.1	n/a	n/a
ENST00000528075.1	NR_120562	LOC101928837
ENST00000531454.1	n/a	n/a
ENST00000525465.1	n/a	n/a
ENST00000532946.1	n/a	n/a
ENST00000530387.5	NR_038309	LINC02740
ENST00000526238.1	n/a	n/a
ENST00000525742.1	n/a	n/a
ENST00000531359.1	n/a	n/a
ENST00000531886.1	n/a	n/a
ENST00000532139.2	n/a	n/a
ENST00000532944.2	n/a	n/a
ENST00000528119.1	NR_149106	LINC02546
ENST00000400902.4	n/a	n/a
ENST00000533876.1	n/a	n/a
ENST00000532454.1	NR_108085	OVOL1-AS1
ENST00000526453.1	n/a	n/a
ENST00000531961.1	n/a	n/a
ENST00000526045.1	n/a	n/a
ENST00000634657.1	n/a	n/a
ENST00000526487.5	n/a	n/a
ENST00000529493.2	n/a	n/a
ENST00000524493.1	n/a	n/a
ENST00000525320.1	n/a	n/a
ENST00000524645.1	n/a	n/a
ENST00000572035.1	n/a	n/a
ENST00000530792.1	n/a	n/a
ENST00000528859.1	n/a	n/a
ENST00000531108.1	n/a	n/a
ENST00000534395.1	n/a	n/a
ENST00000529475.1	n/a	n/a
ENST00000533938.1	n/a	n/a
ENST00000530525.1	n/a	n/a
ENST00000526131.1	n/a	n/a
ENST00000531603.1	n/a	n/a
ENST00000530590.1	n/a	n/a
ENST00000527482.2	NM_001355566	GLYATL1B
ENST00000530897.1	NR_029409	TOLLIP-AS1
ENST00000525240.1	n/a	n/a
ENST00000528518.1	n/a	n/a
ENST00000527799.1	n/a	n/a
ENST00000533843.1	NR_120590	LOC102724784
ENST00000528326.5	n/a	n/a
ENST00000529152.1	n/a	n/a
ENST00000532228.1	n/a	n/a
ENST00000517602.2	n/a	n/a
ENST00000531268.1	n/a	n/a
ENST00000526362.1	n/a	n/a
ENST00000534666.1	n/a	n/a
ENST00000526316.2	n/a	n/a
ENST00000648000.1	NR_120584	LINC01499
ENST00000532136.2	n/a	n/a
ENST00000527789.1	n/a	n/a
ENST00000531882.1	NR_120554	LINC02759
ENST00000530198.1	n/a	n/a
ENST00000532061.2	NR_157183	MUC5B-AS1
ENST00000526840.1	NR_120570	LINC02720
ENST00000534653.1	n/a	n/a
ENST00000532606.1	NR_135090	LINC02711
ENST00000525033.1	n/a	n/a
ENST00000533203.1	n/a	n/a
ENST00000526509.1	n/a	n/a
ENST00000529684.1	n/a	n/a
ENST00000528297.1	n/a	n/a
ENST00000529746.2	n/a	n/a
ENST00000534086.1	n/a	n/a
ENST00000534068.1	n/a	n/a
ENST00000526032.1	n/a	n/a
ENST00000532943.5	n/a	n/a
ENST00000526931.2	n/a	n/a
ENST00000534819.1	n/a	n/a
ENST00000534431.1	n/a	n/a
ENST00000533071.1	NR_045004	OR7E2P
ENST00000533247.1	n/a	n/a
ENST00000528254.1	n/a	n/a
ENST00000527476.1	n/a	n/a
ENST00000526851.1	n/a	n/a
ENST00000525414.1	n/a	n/a
ENST00000533043.1	n/a	n/a
ENST00000526053.1	n/a	n/a
ENST00000529879.1	n/a	n/a
ENST00000534423.1	n/a	n/a
ENST00000534621.1	n/a	n/a
ENST00000529327.1	n/a	n/a
ENST00000526777.1	n/a	n/a
ENST00000534547.1	n/a	n/a
ENST00000375707.1	NM_001007232	CARD17
ENST00000534163.1	n/a	n/a
ENST00000528616.4	NM_001005245	OR5M11
ENST00000525146.1	n/a	n/a
ENST00000531982.1	n/a	n/a
ENST00000527727.1	n/a	n/a
ENST00000527297.1	n/a	n/a
ENST00000527532.1	n/a	n/a
ENST00000534436.1	n/a	n/a
ENST00000529141.1	n/a	n/a
ENST00000531846.1	n/a	n/a
ENST00000530045.5	n/a	n/a
ENST00000529514.1	n/a	n/a
ENST00000527519.2	n/a	n/a
ENST00000525893.1	n/a	n/a
ENST00000531328.2	n/a	n/a
ENST00000533954.5	NR_033853	LOC283194
ENST00000528458.1	n/a	n/a
ENST00000531798.1	NM_001313726	ANO3
ENST00000528646.1	n/a	n/a
ENST00000614497.5	NM_001204268	FXYD6-FXYD2
ENST00000527364.1	n/a	n/a
ENST00000529229.1	n/a	n/a
ENST00000533109.6	NR_137179	MIR100HG
ENST00000532979.1	n/a	n/a
ENST00000533009.1	n/a	n/a
ENST00000529959.1	n/a	n/a
ENST00000525622.1	n/a	n/a
ENST00000534594.1	n/a	n/a
ENST00000526254.1	NR_120444	LINC02743
ENST00000531501.2	n/a	n/a
ENST00000524855.1	n/a	n/a
ENST00000530317.1	n/a	n/a
ENST00000526184.1	n/a	n/a
ENST00000529148.1	n/a	n/a
ENST00000530974.1	n/a	n/a
ENST00000528390.1	NR_122071	LINC02687
ENST00000528639.2	n/a	n/a
ENST00000634971.1	n/a	n/a
ENST00000528204.1	n/a	n/a
ENST00000527984.1	n/a	n/a
ENST00000528779.1	n/a	n/a
ENST00000636151.1	NM_001354434	SMIM35
ENST00000529323.1	n/a	n/a
ENST00000532199.1	n/a	n/a
ENST00000526967.1	n/a	n/a
ENST00000265458.7	n/a	n/a
ENST00000371455.7	NR_038390	WTAPP1
ENST00000532369.1	n/a	n/a
ENST00000525941.1	NR_126342	LOC171391
ENST00000531893.1	n/a	n/a
ENST00000530827.2	n/a	n/a
ENST00000533275.1	n/a	n/a
ENST00000528537.1	n/a	n/a
ENST00000525121.2	n/a	n/a
ENST00000532699.1	NM_003002	SDHD
ENST00000531444.1	n/a	n/a
ENST00000526321.2	n/a	n/a
ENST00000532005.1	n/a	n/a
ENST00000524791.1	n/a	n/a
ENST00000533053.1	n/a	n/a
ENST00000641992.1	n/a	n/a
ENST00000528978.5	n/a	n/a
ENST00000534059.1	NR_135065	LINC02745
ENST00000528885.1	n/a	n/a
ENST00000641215.1	n/a	n/a
ENST00000527255.1	n/a	n/a
ENST00000527152.1	n/a	n/a
ENST00000532296.1	n/a	n/a
ENST00000530810.1	NM_001004052	OR52B2
ENST00000527978.1	n/a	n/a
ENST00000524621.1	n/a	n/a
ENST00000533669.5	n/a	n/a
ENST00000533375.1	n/a	n/a
ENST00000635144.1	NR_120565	LOC101928894
ENST00000528904.1	n/a	n/a
ENST00000528711.1	n/a	n/a
ENST00000531585.1	n/a	n/a
ENST00000527856.5	n/a	n/a
ENST00000531086.1	n/a	n/a
ENST00000532380.1	NR_120583	LINC01495
ENST00000527803.1	NR_145823	LOC105369391
ENST00000528497.1	n/a	n/a
ENST00000524824.1	n/a	n/a
ENST00000534148.1	n/a	n/a
ENST00000528891.1	n/a	n/a
ENST00000525832.2	n/a	n/a
ENST00000528539.1	n/a	n/a
ENST00000530733.1	n/a	n/a
ENST00000529781.1	NR_132279	LINC02729
ENST00000528941.1	n/a	n/a
ENST00000528717.1	NR_135053	LOC101928424
ENST00000532092.1	n/a	n/a
ENST00000530042.1	n/a	n/a
ENST00000526467.1	n/a	n/a
ENST00000527351.1	n/a	n/a
ENST00000529922.1	n/a	n/a
ENST00000526091.1	n/a	n/a
ENST00000525564.1	n/a	n/a
ENST00000531710.1	n/a	n/a
ENST00000531463.1	n/a	n/a
ENST00000529569.1	n/a	n/a
ENST00000526867.1	n/a	n/a
ENST00000531876.1	n/a	n/a
ENST00000526512.1	n/a	n/a
ENST00000531276.1	n/a	n/a
ENST00000531858.1	n/a	n/a
ENST00000526902.1	n/a	n/a
ENST00000532798.2	NM_001195637	CCDC179
ENST00000526848.1	n/a	n/a
ENST00000531538.1	n/a	n/a
ENST00000637683.1	n/a	n/a
ENST00000527970.1	NR_126335	LOC101927708
ENST00000524920.1	n/a	n/a
ENST00000531824.1	n/a	n/a
ENST00000525280.1	n/a	n/a
ENST00000533260.1	n/a	n/a
ENST00000526935.1	n/a	n/a
ENST00000525133.1	n/a	n/a
ENST00000529375.1	n/a	n/a
ENST00000529668.1	n/a	n/a
ENST00000533731.1	n/a	n/a
ENST00000531194.1	n/a	n/a
ENST00000529891.1	n/a	n/a
ENST00000526305.1	n/a	n/a
ENST00000532619.1	n/a	n/a
ENST00000528532.1	n/a	n/a
ENST00000524992.1	n/a	n/a
ENST00000528172.1	n/a	n/a
ENST00000526978.5	n/a	n/a
ENST00000526456.1	n/a	n/a
ENST00000528472.1	n/a	n/a
ENST00000642343.1	n/a	n/a
ENST00000530550.1	n/a	n/a
ENST00000532151.2	n/a	n/a
ENST00000527997.1	n/a	n/a
ENST00000532318.1	n/a	n/a
ENST00000531988.1	n/a	n/a
ENST00000531155.1	n/a	n/a
ENST00000647888.1	n/a	n/a
ENST00000528233.1	n/a	n/a
ENST00000526633.1	n/a	n/a
ENST00000648524.1	NR_149108	LINC02548
ENST00000524675.1	n/a	n/a
ENST00000528901.1	n/a	n/a
ENST00000532655.1	n/a	n/a
ENST00000533591.1	n/a	n/a
ENST00000534076.1	NR_125366	CASC23
ENST00000529298.1	n/a	n/a
ENST00000646572.1	n/a	n/a
ENST00000532323.1	n/a	n/a
ENST00000641848.1	n/a	n/a
ENST00000532068.1	n/a	n/a
ENST00000527135.1	n/a	n/a
ENST00000528614.1	NR_046085	LOC100132078
ENST00000528319.1	NM_001143837	NOX4
ENST00000526345.1	n/a	n/a
ENST00000531766.1	n/a	n/a
ENST00000528405.1	NM_030628	INTS5
ENST00000532274.5	NR_110136	LINC02735
ENST00000532553.1	n/a	n/a
ENST00000554407.5	NR_120573	LOC101929089
ENST00000524441.1	n/a	n/a
ENST00000533593.1	n/a	n/a
ENST00000528869.1	n/a	n/a
ENST00000527643.1	n/a	n/a
ENST00000527756.1	n/a	n/a
ENST00000528983.1	n/a	n/a
ENST00000534128.1	n/a	n/a
ENST00000525523.1	NR_104041	SERGEF
ENST00000530972.1	n/a	n/a
ENST00000525759.1	n/a	n/a
ENST00000528183.1	n/a	n/a
ENST00000530377.1	n/a	n/a
ENST00000532310.1	n/a	n/a
ENST00000525716.2	NR_125382	LOC103611081
ENST00000531576.1	n/a	n/a
ENST00000529291.1	n/a	n/a
ENST00000527726.1	n/a	n/a
ENST00000527568.1	n/a	n/a
ENST00000532185.1	n/a	n/a
ENST00000525548.1	n/a	n/a
ENST00000580881.1	n/a	n/a
ENST00000530713.1	n/a	n/a
ENST00000527671.1	n/a	n/a
ENST00000528660.1	n/a	n/a
ENST00000525429.1	n/a	n/a
ENST00000533659.1	NR_120539	LOC101928008
ENST00000526554.1	n/a	n/a
ENST00000533886.1	n/a	n/a
ENST00000528781.1	n/a	n/a
ENST00000529078.1	n/a	n/a
ENST00000524865.2	n/a	n/a
ENST00000529278.1	NR_135076	LOC102723838
ENST00000532684.1	n/a	n/a
ENST00000525984.2	NR_104155	LINC02764
ENST00000525251.1	n/a	n/a
ENST00000530980.1	n/a	n/a
ENST00000526957.1	n/a	n/a
ENST00000529914.1	n/a	n/a
ENST00000530297.1	n/a	n/a
ENST00000527592.2	n/a	n/a
ENST00000530663.1	n/a	n/a
ENST00000533218.1	n/a	n/a
ENST00000526389.1	n/a	n/a
ENST00000525487.2	n/a	n/a
ENST00000530950.1	NM_021571	CARD18
ENST00000526385.5	n/a	n/a
ENST00000533329.1	n/a	n/a
ENST00000526107.1	n/a	n/a
ENST00000528365.1	n/a	n/a
ENST00000529884.1	n/a	n/a
ENST00000533945.5	NR_144531	UVRAG-DT
ENST00000496634.2	NM_001404	EEF1G
ENST00000528631.1	n/a	n/a
ENST00000525272.1	n/a	n/a
ENST00000532071.1	n/a	n/a
ENST00000527724.1	n/a	n/a
ENST00000527217.1	n/a	n/a
ENST00000532849.1	n/a	n/a
ENST00000527092.5	NR_120586	LOC101928069
ENST00000533158.1	n/a	n/a
ENST00000532022.1	n/a	n/a
ENST00000528366.1	NR_120528	LOC100507144
ENST00000531775.1	n/a	n/a
ENST00000531918.1	n/a	n/a
ENST00000528872.1	n/a	n/a
ENST00000533838.1	n/a	n/a
ENST00000526041.1	n/a	n/a
ENST00000529674.1	n/a	n/a
ENST00000533113.1	n/a	n/a
ENST00000532938.1	n/a	n/a
ENST00000527151.2	n/a	n/a
ENST00000532712.1	n/a	n/a
ENST00000527818.1	NM_001301851	LOC403312
ENST00000525296.1	NR_045005	OR10V2P
ENST00000526017.1	n/a	n/a
ENST00000527668.1	n/a	n/a
ENST00000533906.1	n/a	n/a
ENST00000534165.1	n/a	n/a
ENST00000526762.1	n/a	n/a
ENST00000533390.5	NR_033852	LOC283177
ENST00000533268.1	n/a	n/a
ENST00000527804.1	n/a	n/a
ENST00000532033.1	n/a	n/a
ENST00000525520.1	n/a	n/a
ENST00000524942.1	n/a	n/a
ENST00000533891.1	n/a	n/a
ENST00000532123.1	n/a	n/a
ENST00000534505.1	n/a	n/a
ENST00000531136.1	n/a	n/a
ENST00000530815.1	n/a	n/a
ENST00000260257.8	NM_138378	FDXACB1
ENST00000525262.2	n/a	n/a
ENST00000530771.1	n/a	n/a
ENST00000535704.1	n/a	n/a
ENST00000424313.2	n/a	n/a
ENST00000545912.1	n/a	n/a
ENST00000544004.1	n/a	n/a
ENST00000545768.1	n/a	n/a
ENST00000544347.1	NM_001286045	RBM7
ENST00000648581.1	n/a	n/a
ENST00000537727.1	n/a	n/a
ENST00000511243.2	NR_047481	JRKL-AS1
ENST00000545572.1	n/a	n/a
ENST00000306533.8	n/a	n/a
ENST00000536944.2	n/a	n/a
ENST00000537068.5	NR_152583	SNHG1
ENST00000542410.1	n/a	n/a
ENST00000645449.1	n/a	n/a
ENST00000539481.1	n/a	n/a
ENST00000540912.1	n/a	n/a
ENST00000536684.2	NM_001190702	MTRNR2L8
ENST00000546065.1	n/a	n/a
ENST00000541495.1	n/a	n/a
ENST00000537019.5	n/a	n/a
ENST00000545950.2	n/a	n/a
ENST00000538934.1	n/a	n/a
ENST00000544730.1	n/a	n/a
ENST00000541092.1	n/a	n/a
ENST00000436610.3	n/a	n/a
ENST00000538624.1	n/a	n/a
ENST00000536540.5	NR_135093	LOC105369438
ENST00000534856.1	n/a	n/a
ENST00000542121.1	n/a	n/a
ENST00000535922.1	n/a	n/a
ENST00000539897.1	n/a	n/a
ENST00000545202.1	NM_001319657	LOC102724265
ENST00000543705.1	n/a	n/a
ENST00000534879.1	n/a	n/a
ENST00000496975.2	n/a	n/a
ENST00000542022.1	n/a	n/a
ENST00000540547.1	n/a	n/a
ENST00000546014.1	n/a	n/a
ENST00000536213.1	n/a	n/a
ENST00000321235.10	n/a	n/a
ENST00000537692.1	n/a	n/a
ENST00000535431.1	NM_017670	OTUB1
ENST00000534988.1	n/a	n/a
ENST00000540641.1	n/a	n/a
ENST00000393544.2	n/a	n/a
ENST00000538772.1	n/a	n/a
ENST00000534962.1	n/a	n/a
ENST00000534904.2	NR_120567	LOC101928940
ENST00000543907.1	n/a	n/a
ENST00000555531.1	NM_002786	PSMA1
ENST00000537594.1	NM_001079808	PGA4
ENST00000535634.1	n/a	n/a
ENST00000278715.7	NM_000190	HMBS
ENST00000538089.1	n/a	n/a
ENST00000544663.1	n/a	n/a
ENST00000541939.1	n/a	n/a
ENST00000540545.1	n/a	n/a
ENST00000543817.1	n/a	n/a
ENST00000543943.1	n/a	n/a
ENST00000419755.3	NM_024649	BBS1
ENST00000538408.1	n/a	n/a
ENST00000544959.1	n/a	n/a
ENST00000536529.5	NR_120585	LINC02552
ENST00000413963.2	n/a	n/a
ENST00000540906.1	n/a	n/a
ENST00000542598.5	n/a	n/a
ENST00000399123.2	n/a	n/a
ENST00000540201.1	n/a	n/a
ENST00000545958.1	n/a	n/a
ENST00000544948.1	n/a	n/a
ENST00000538407.2	NR_120541	MRGPRF-AS1
ENST00000543494.1	NR_046413	POLD4
ENST00000544535.1	n/a	n/a
ENST00000541631.1	n/a	n/a
ENST00000541254.1	n/a	n/a
ENST00000539313.1	n/a	n/a
ENST00000541135.5	NM_017841	SDHAF2
ENST00000543486.1	n/a	n/a
ENST00000545254.1	n/a	n/a
ENST00000536916.1	n/a	n/a
ENST00000536923.1	n/a	n/a
ENST00000543403.1	NR_135097	LINC02737
ENST00000535817.1	NR_135084	LOC105369332
ENST00000312403.9	NM_014224	PGA5
ENST00000539305.1	n/a	n/a
ENST00000544832.1	n/a	n/a
ENST00000536495.1	n/a	n/a
ENST00000535082.1	n/a	n/a
ENST00000544195.1	n/a	n/a
ENST00000397300.2	n/a	n/a
ENST00000545474.1	NR_120568	LOC101928943
ENST00000539521.1	n/a	n/a
ENST00000546284.1	n/a	n/a
ENST00000639030.1	n/a	n/a
ENST00000540307.1	n/a	n/a
ENST00000538705.1	n/a	n/a
ENST00000537170.1	n/a	n/a
ENST00000539268.1	n/a	n/a
ENST00000538233.1	n/a	n/a
ENST00000540410.1	n/a	n/a
ENST00000543613.1	n/a	n/a
ENST00000542119.1	n/a	n/a
ENST00000544674.1	n/a	n/a
ENST00000544553.1	NR_135087	PPP1R14B-AS1
ENST00000543275.1	n/a	n/a
ENST00000544925.1	n/a	n/a
ENST00000545593.1	NR_135108	LOC105369509
ENST00000543624.1	n/a	n/a
ENST00000542623.1	n/a	n/a
ENST00000546324.1	NR_147696	LOC100287837
ENST00000537438.1	n/a	n/a
ENST00000544421.1	n/a	n/a
ENST00000542198.2	NM_001190462	C11orf97
ENST00000538101.1	n/a	n/a
ENST00000537491.5	n/a	n/a
ENST00000539086.5	NR_133662	KCNK4-TEX40
ENST00000397185.4	n/a	n/a
ENST00000546228.1	n/a	n/a
ENST00000545800.1	n/a	n/a
ENST00000537926.1	n/a	n/a
ENST00000546055.1	n/a	n/a
ENST00000548204.1	n/a	n/a
ENST00000622211.4	NM_001077690	ALG9
ENST00000354852.5	NM_001003819	TRIM6-TRIM34
ENST00000514226.5	NM_001003827	TRIM34
ENST00000555099.1	NM_001001955	OR4C13
ENST00000530054.1	NM_001203261	NDUFC2-KCTD14
ENST00000560744.1	n/a	n/a
ENST00000558822.5	NR_038829	LOC649133
ENST00000560104.1	NM_001001786	BLID
ENST00000562341.1	n/a	n/a
ENST00000566440.1	n/a	n/a
ENST00000568280.1	n/a	n/a
ENST00000564354.1	n/a	n/a
ENST00000567594.1	NR_038923	SSSCA1-AS1
ENST00000564619.1	n/a	n/a
ENST00000563932.1	n/a	n/a
ENST00000565433.1	n/a	n/a
ENST00000563891.1	n/a	n/a
ENST00000564523.2	NR_121648	BGLT3
ENST00000562094.1	n/a	n/a
ENST00000565199.1	n/a	n/a
ENST00000568934.1	NM_001005513,	OR4C45,
ENST00000561588.2	n/a	n/a
ENST00000567925.1	n/a	n/a
ENST00000561652.1	n/a	n/a
ENST00000562772.1	NR_104161,	LOC338694,
ENST00000561746.1	n/a	n/a
ENST00000567082.1	n/a	n/a
ENST00000562506.1	n/a	n/a
ENST00000561816.1	NR_132652	LINC01616
ENST00000567742.1	n/a	n/a
ENST00000566747.1	n/a	n/a
ENST00000562197.2	NM_001195528	TPBGL
ENST00000562276.1	n/a	n/a
ENST00000649150.1	NR_104190	DISC1FP1
ENST00000571244.2	NM_002426	MMP12
ENST00000576479.3	NM_006108	SPON1
ENST00000572217.1	n/a	n/a
ENST00000579824.1	NR_039769	MIR3973
ENST00000587424.2	NM_032102	SRSF8
ENST00000579697.1	NR_049846	MIR5582
ENST00000577977.1	NR_036119	MIR3161
ENST00000579874.1	NR_036123	MIR3165
ENST00000579074.1	NR_037437	MIR3664
ENST00000578216.1	n/a	n/a
ENST00000581751.1	NR_037485	MIR3920
ENST00000584418.2	n/a	n/a
